recording_id,subject_id,s3_url
sub-072_ses-1_task-picture,sub-072,s3://openneuro.org/ds006914/sub-072/ses-1/ieeg/sub-072_ses-1_task-picture
sub-072_ses-2_task-picture,sub-072,s3://openneuro.org/ds006914/sub-072/ses-2/ieeg/sub-072_ses-2_task-picture
sub-072_ses-3_task-picture,sub-072,s3://openneuro.org/ds006914/sub-072/ses-3/ieeg/sub-072_ses-3_task-picture
sub-073_ses-1_task-picture,sub-073,s3://openneuro.org/ds006914/sub-073/ses-1/ieeg/sub-073_ses-1_task-picture
sub-073_ses-2_task-picture,sub-073,s3://openneuro.org/ds006914/sub-073/ses-2/ieeg/sub-073_ses-2_task-picture
sub-073_ses-3_task-picture,sub-073,s3://openneuro.org/ds006914/sub-073/ses-3/ieeg/sub-073_ses-3_task-picture
sub-074_ses-1_task-picture,sub-074,s3://openneuro.org/ds006914/sub-074/ses-1/ieeg/sub-074_ses-1_task-picture
sub-074_ses-2_task-picture,sub-074,s3://openneuro.org/ds006914/sub-074/ses-2/ieeg/sub-074_ses-2_task-picture
sub-074_ses-3_task-picture,sub-074,s3://openneuro.org/ds006914/sub-074/ses-3/ieeg/sub-074_ses-3_task-picture
sub-075_ses-1_task-picture,sub-075,s3://openneuro.org/ds006914/sub-075/ses-1/ieeg/sub-075_ses-1_task-picture
sub-075_ses-2_task-picture,sub-075,s3://openneuro.org/ds006914/sub-075/ses-2/ieeg/sub-075_ses-2_task-picture
sub-075_ses-3_task-picture,sub-075,s3://openneuro.org/ds006914/sub-075/ses-3/ieeg/sub-075_ses-3_task-picture
sub-076_ses-1_task-picture,sub-076,s3://openneuro.org/ds006914/sub-076/ses-1/ieeg/sub-076_ses-1_task-picture
sub-076_ses-2_task-picture,sub-076,s3://openneuro.org/ds006914/sub-076/ses-2/ieeg/sub-076_ses-2_task-picture
sub-076_ses-3_task-picture,sub-076,s3://openneuro.org/ds006914/sub-076/ses-3/ieeg/sub-076_ses-3_task-picture
sub-077_ses-1_task-picture,sub-077,s3://openneuro.org/ds006914/sub-077/ses-1/ieeg/sub-077_ses-1_task-picture
sub-077_ses-2_task-picture,sub-077,s3://openneuro.org/ds006914/sub-077/ses-2/ieeg/sub-077_ses-2_task-picture
sub-077_ses-3_task-picture,sub-077,s3://openneuro.org/ds006914/sub-077/ses-3/ieeg/sub-077_ses-3_task-picture
sub-078_ses-1_task-picture,sub-078,s3://openneuro.org/ds006914/sub-078/ses-1/ieeg/sub-078_ses-1_task-picture
sub-078_ses-2_task-picture,sub-078,s3://openneuro.org/ds006914/sub-078/ses-2/ieeg/sub-078_ses-2_task-picture
sub-078_ses-3_task-picture,sub-078,s3://openneuro.org/ds006914/sub-078/ses-3/ieeg/sub-078_ses-3_task-picture
sub-079_ses-1_task-picture,sub-079,s3://openneuro.org/ds006914/sub-079/ses-1/ieeg/sub-079_ses-1_task-picture
sub-079_ses-2_task-picture,sub-079,s3://openneuro.org/ds006914/sub-079/ses-2/ieeg/sub-079_ses-2_task-picture
sub-079_ses-3_task-picture,sub-079,s3://openneuro.org/ds006914/sub-079/ses-3/ieeg/sub-079_ses-3_task-picture
sub-080_ses-1_task-picture,sub-080,s3://openneuro.org/ds006914/sub-080/ses-1/ieeg/sub-080_ses-1_task-picture
sub-080_ses-2_task-picture,sub-080,s3://openneuro.org/ds006914/sub-080/ses-2/ieeg/sub-080_ses-2_task-picture
sub-080_ses-3_task-picture,sub-080,s3://openneuro.org/ds006914/sub-080/ses-3/ieeg/sub-080_ses-3_task-picture
sub-081_ses-1_task-picture,sub-081,s3://openneuro.org/ds006914/sub-081/ses-1/ieeg/sub-081_ses-1_task-picture
sub-081_ses-2_task-picture,sub-081,s3://openneuro.org/ds006914/sub-081/ses-2/ieeg/sub-081_ses-2_task-picture
