recording_id,subject_id,s3_url
sub-NDARBM173BJG_task-contrastChangeDetection_run-1,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-contrastChangeDetection_run-1
sub-NDARBM173BJG_task-contrastChangeDetection_run-2,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-contrastChangeDetection_run-2
sub-NDARBM173BJG_task-contrastChangeDetection_run-3,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-contrastChangeDetection_run-3
sub-NDARBM173BJG_task-seqLearning8target,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-seqLearning8target
sub-NDARBM173BJG_task-surroundSupp_run-1,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-surroundSupp_run-1
sub-NDARBM173BJG_task-surroundSupp_run-2,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-surroundSupp_run-2
sub-NDARBX121UM9_task-DespicableMe,sub-NDARBX121UM9,s3://openneuro.org/ds005505/sub-NDARBX121UM9/eeg/sub-NDARBX121UM9_task-DespicableMe
sub-NDARBX121UM9_task-DiaryOfAWimpyKid,sub-NDARBX121UM9,s3://openneuro.org/ds005505/sub-NDARBX121UM9/eeg/sub-NDARBX121UM9_task-DiaryOfAWimpyKid
sub-NDARBX121UM9_task-FunwithFractals,sub-NDARBX121UM9,s3://openneuro.org/ds005505/sub-NDARBX121UM9/eeg/sub-NDARBX121UM9_task-FunwithFractals
sub-NDARBX121UM9_task-RestingState,sub-NDARBX121UM9,s3://openneuro.org/ds005505/sub-NDARBX121UM9/eeg/sub-NDARBX121UM9_task-RestingState
sub-NDARBX121UM9_task-ThePresent,sub-NDARBX121UM9,s3://openneuro.org/ds005505/sub-NDARBX121UM9/eeg/sub-NDARBX121UM9_task-ThePresent
sub-NDARBX121UM9_task-seqLearning8target,sub-NDARBX121UM9,s3://openneuro.org/ds005505/sub-NDARBX121UM9/eeg/sub-NDARBX121UM9_task-seqLearning8target
sub-NDARBX121UM9_task-surroundSupp_run-1,sub-NDARBX121UM9,s3://openneuro.org/ds005505/sub-NDARBX121UM9/eeg/sub-NDARBX121UM9_task-surroundSupp_run-1
sub-NDARBX121UM9_task-surroundSupp_run-2,sub-NDARBX121UM9,s3://openneuro.org/ds005505/sub-NDARBX121UM9/eeg/sub-NDARBX121UM9_task-surroundSupp_run-2
sub-NDARBX400RTC_task-DespicableMe,sub-NDARBX400RTC,s3://openneuro.org/ds005505/sub-NDARBX400RTC/eeg/sub-NDARBX400RTC_task-DespicableMe
sub-NDARBX400RTC_task-DiaryOfAWimpyKid,sub-NDARBX400RTC,s3://openneuro.org/ds005505/sub-NDARBX400RTC/eeg/sub-NDARBX400RTC_task-DiaryOfAWimpyKid
sub-NDARBX400RTC_task-FunwithFractals,sub-NDARBX400RTC,s3://openneuro.org/ds005505/sub-NDARBX400RTC/eeg/sub-NDARBX400RTC_task-FunwithFractals
sub-NDARBX400RTC_task-RestingState,sub-NDARBX400RTC,s3://openneuro.org/ds005505/sub-NDARBX400RTC/eeg/sub-NDARBX400RTC_task-RestingState
sub-NDARBX400RTC_task-ThePresent,sub-NDARBX400RTC,s3://openneuro.org/ds005505/sub-NDARBX400RTC/eeg/sub-NDARBX400RTC_task-ThePresent
sub-NDARBX400RTC_task-seqLearning8target,sub-NDARBX400RTC,s3://openneuro.org/ds005505/sub-NDARBX400RTC/eeg/sub-NDARBX400RTC_task-seqLearning8target
sub-NDARBX400RTC_task-symbolSearch,sub-NDARBX400RTC,s3://openneuro.org/ds005505/sub-NDARBX400RTC/eeg/sub-NDARBX400RTC_task-symbolSearch
sub-NDARCA153NKE_task-DespicableMe,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-DespicableMe
sub-NDARCA153NKE_task-DiaryOfAWimpyKid,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-DiaryOfAWimpyKid
sub-NDARCA153NKE_task-FunwithFractals,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-FunwithFractals
sub-NDARCA153NKE_task-RestingState,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-RestingState
sub-NDARCA153NKE_task-ThePresent,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-ThePresent
sub-NDARCA153NKE_task-contrastChangeDetection_run-1,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-contrastChangeDetection_run-1
sub-NDARCA153NKE_task-contrastChangeDetection_run-2,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-contrastChangeDetection_run-2
sub-NDARCA153NKE_task-contrastChangeDetection_run-3,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-contrastChangeDetection_run-3
sub-NDARCA153NKE_task-seqLearning6target,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-seqLearning6target
sub-NDARCA153NKE_task-surroundSupp_run-1,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-surroundSupp_run-1
sub-NDARCA153NKE_task-surroundSupp_run-2,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-surroundSupp_run-2
sub-NDARCA153NKE_task-symbolSearch,sub-NDARCA153NKE,s3://openneuro.org/ds005505/sub-NDARCA153NKE/eeg/sub-NDARCA153NKE_task-symbolSearch
sub-NDARCE721YB5_task-DespicableMe,sub-NDARCE721YB5,s3://openneuro.org/ds005505/sub-NDARCE721YB5/eeg/sub-NDARCE721YB5_task-DespicableMe
sub-NDARCE721YB5_task-DiaryOfAWimpyKid,sub-NDARCE721YB5,s3://openneuro.org/ds005505/sub-NDARCE721YB5/eeg/sub-NDARCE721YB5_task-DiaryOfAWimpyKid
sub-NDARCE721YB5_task-FunwithFractals,sub-NDARCE721YB5,s3://openneuro.org/ds005505/sub-NDARCE721YB5/eeg/sub-NDARCE721YB5_task-FunwithFractals
sub-NDARCE721YB5_task-RestingState,sub-NDARCE721YB5,s3://openneuro.org/ds005505/sub-NDARCE721YB5/eeg/sub-NDARCE721YB5_task-RestingState
sub-NDARCE721YB5_task-ThePresent,sub-NDARCE721YB5,s3://openneuro.org/ds005505/sub-NDARCE721YB5/eeg/sub-NDARCE721YB5_task-ThePresent
